Rua,Bairro,Path_Coordinates
Rua São Clemente,Botafogo,"[[-43.18249, -22.949096], [-43.18253, -22.94911], [-43.182576, -22.949119], [-43.182656, -22.949129], [-43.182739, -22.949136], [-43.183202, -22.949189], [-43.18342, -22.949214], [-43.183595, -22.949233], [-43.183608, -22.949234], [-43.183759, -22.94925], [-43.183825, -22.949257], [-43.18405, -22.949281], [-43.184104, -22.949285], [-43.184241, -22.9493], [-43.184727, -22.949358], [-43.184761, -22.949361], [-43.184886, -22.949367], [-43.184918, -22.949369], [-43.185116, -22.949381], [-43.185137, -22.949382], [-43.185417, -22.949405], [-43.185564, -22.949417], [-43.185635, -22.949423], [-43.185641, -22.949423], [-43.185692, -22.949425], [-43.185781, -22.949429], [-43.186076, -22.949447], [-43.186157, -22.949453], [-43.18619, -22.949455], [-43.186367, -22.949462], [-43.186397, -22.949464], [-43.186623, -22.949477], [-43.186671, -22.949479], [-43.186765, -22.949482], [-43.186971, -22.949489], [-43.187119, -22.9495], [-43.187248, -22.949509], [-43.1873, -22.949509], [-43.187377, -22.949509], [-43.187395, -22.949509], [-43.187665, -22.949513], [-43.187774, -22.949515], [-43.187927, -22.949515], [-43.188252, -22.949524], [-43.188689, -22.949536], [-43.188766, -22.949541], [-43.188854, -22.949551], [-43.189195, -22.949624], [-43.189279, -22.949642], [-43.189515, -22.949692], [-43.189761, -22.949745], [-43.189793, -22.949752], [-43.189843, -22.949764], [-43.189904, -22.94978], [-43.189981, -22.949799], [-43.190111, -22.949831], [-43.190232, -22.949861], [-43.19028, -22.949873], [-43.190388, -22.949899], [-43.190564, -22.949937], [-43.19063, -22.949951], [-43.190727, -22.949972], [-43.190885, -22.950006], [-43.190968, -22.950027], [-43.191063, -22.950051], [-43.191923, -22.950278], [-43.191997, -22.950298], [-43.192035, -22.950308], [-43.192262, -22.950365], [-43.19254, -22.950447], [-43.192641, -22.950473], [-43.192684, -22.950481], [-43.192806, -22.950505], [-43.19287, -22.950525], [-43.192949, -22.950551], [-43.193329, -22.950737], [-43.193525, -22.950834], [-43.193568, -22.950854], [-43.193621, -22.95088], [-43.193782, -22.950955], [-43.194055, -22.951095], [-43.194222, -22.951182], [-43.194467, -22.951306], [-43.194498, -22.951321], [-43.194665, -22.951405], [-43.19477, -22.951462], [-43.194825, -22.951491], [-43.194914, -22.951539], [-43.194949, -22.951558], [-43.194995, -22.951582], [-43.195045, -22.951612], [-43.195258, -22.951746], [-43.19531, -22.951778], [-43.195377, -22.951821], [-43.195412, -22.951845], [-43.195499, -22.951906], [-43.195548, -22.951941], [-43.195583, -22.95197], [-43.195741, -22.952077], [-43.195844, -22.952156], [-43.196019, -22.95229], [-43.196225, -22.952448], [-43.196269, -22.952482], [-43.196313, -22.952516], [-43.196371, -22.952576], [-43.196408, -22.952624], [-43.19642, -22.952657]]"
Avenida Vieira Souto,Ipanema,"[[-43.215042, -22.986232], [-43.21428, -22.98614], [-43.214065, -22.986123], [-43.213817, -22.986118], [-43.213487, -22.986129], [-43.211659, -22.986221], [-43.211399, -22.986235], [-43.211195, -22.986247], [-43.209433, -22.986342], [-43.209298, -22.986348], [-43.207309, -22.98645], [-43.207161, -22.986459], [-43.205712, -22.986531], [-43.205061, -22.986572], [-43.2036, -22.986653], [-43.202934, -22.986685], [-43.20078, -22.986798], [-43.200608, -22.986808], [-43.199186, -22.986882], [-43.198844, -22.986896], [-43.197974, -22.986947], [-43.197873, -22.986961], [-43.197802, -22.986978], [-43.196177, -22.987474], [-43.196013, -22.987523], [-43.195867, -22.987564], [-43.1949, -22.987852], [-43.194803, -22.987867], [-43.194718, -22.987869], [-43.194586, -22.987863], [-43.194611, -22.987834], [-43.194638, -22.987812], [-43.194659, -22.987803], [-43.19484, -22.987744], [-43.195873, -22.987435], [-43.195919, -22.987421], [-43.195979, -22.9874], [-43.196171, -22.987345], [-43.196384, -22.98728], [-43.197464, -22.986951], [-43.197696, -22.986882], [-43.197776, -22.986859], [-43.197873, -22.986839], [-43.197948, -22.986826], [-43.197971, -22.986825], [-43.198495, -22.986798], [-43.19865, -22.98679], [-43.198721, -22.986785], [-43.198837, -22.986779], [-43.198998, -22.98677], [-43.199532, -22.98674], [-43.199692, -22.986731], [-43.200049, -22.986716], [-43.20013, -22.986713], [-43.200178, -22.98671], [-43.200776, -22.986676], [-43.200876, -22.986671], [-43.201066, -22.986662], [-43.201331, -22.986649], [-43.201673, -22.986632], [-43.201921, -22.986619], [-43.202926, -22.986562], [-43.20305, -22.986556], [-43.204192, -22.986496], [-43.204513, -22.986478], [-43.205056, -22.986449], [-43.205154, -22.986445], [-43.206206, -22.986389], [-43.206431, -22.986377], [-43.207087, -22.986343], [-43.207223, -22.986336], [-43.207303, -22.986331], [-43.209179, -22.986233], [-43.20934, -22.986224], [-43.209426, -22.98622], [-43.210143, -22.986179], [-43.210478, -22.98616], [-43.210655, -22.98615], [-43.210964, -22.986134], [-43.211392, -22.986112], [-43.211466, -22.986109], [-43.211653, -22.986101], [-43.211887, -22.986089], [-43.211915, -22.986087], [-43.212291, -22.986067], [-43.213478, -22.986005], [-43.213576, -22.985999], [-43.213822, -22.985996], [-43.213959, -22.986], [-43.214125, -22.986004], [-43.214348, -22.986028], [-43.215052, -22.986107], [-43.215168, -22.986117]]"
Rua Prudente de Morais,Ipanema,"[[-43.197451, -22.985733], [-43.198484, -22.985681], [-43.198548, -22.985677], [-43.198677, -22.985665], [-43.198822, -22.985655], [-43.199462, -22.985628], [-43.199581, -22.985622], [-43.199701, -22.985615], [-43.200694, -22.985564], [-43.200807, -22.985559], [-43.202832, -22.985425], [-43.202918, -22.985423], [-43.203328, -22.985404], [-43.203457, -22.985398], [-43.20353, -22.985395], [-43.20365, -22.985388], [-43.204103, -22.985367], [-43.20416, -22.985364], [-43.204233, -22.985361], [-43.204399, -22.985353], [-43.204454, -22.98535], [-43.204588, -22.985344], [-43.204749, -22.985336], [-43.20494, -22.985328], [-43.205036, -22.985321], [-43.206361, -22.98525], [-43.207059, -22.985215], [-43.207163, -22.98521], [-43.208277, -22.985151], [-43.209178, -22.985101], [-43.209282, -22.985094], [-43.211321, -22.984977], [-43.211394, -22.984973], [-43.212092, -22.984936], [-43.212269, -22.984926], [-43.212416, -22.984918], [-43.212935, -22.984891], [-43.213317, -22.98487], [-43.2134, -22.984866], [-43.213538, -22.984863], [-43.214282, -22.984831], [-43.214775, -22.984796], [-43.214895, -22.984788], [-43.215046, -22.984777]]"
Rua Dois de Dezembro,Catete,"[[-43.179383, -22.929156], [-43.179325, -22.929196], [-43.17834, -22.929531], [-43.177734, -22.929737], [-43.17754, -22.929772], [-43.177321, -22.929803], [-43.176649, -22.9299], [-43.176229, -22.929961], [-43.175805, -22.930022], [-43.175098, -22.930104], [-43.175052, -22.930109], [-43.17457, -22.930165], [-43.174417, -22.930183], [-43.174232, -22.930205], [-43.174107, -22.930219]]"
Rua Senador Vergueiro,Botafogo,"[[-43.177543, -22.94097], [-43.177487, -22.940867], [-43.177408, -22.940728], [-43.177387, -22.940697], [-43.176985, -22.940074], [-43.176891, -22.939823], [-43.176691, -22.939331], [-43.176603, -22.939052], [-43.176529, -22.938764], [-43.176453, -22.93855], [-43.176428, -22.93847], [-43.176398, -22.938408], [-43.176374, -22.938353], [-43.175728, -22.936873], [-43.175708, -22.936827], [-43.175616, -22.936606], [-43.175318, -22.935768], [-43.175213, -22.935473], [-43.175199, -22.935433], [-43.175196, -22.935423], [-43.175171, -22.935339], [-43.175105, -22.935107], [-43.175083, -22.935029], [-43.175115, -22.934952], [-43.175177, -22.934852], [-43.175374, -22.934691], [-43.175851, -22.9343], [-43.176077, -22.934087], [-43.176126, -22.93404], [-43.176175, -22.933992], [-43.1765, -22.933691], [-43.176745, -22.933463], [-43.17694, -22.933283], [-43.176962, -22.933262], [-43.177011, -22.933216], [-43.177043, -22.933185], [-43.17706, -22.933169], [-43.177213, -22.933024], [-43.177301, -22.932935]]"
Rua General Glicério,Laranjeiras,"[[-43.19164, -22.941022], [-43.191644, -22.941378], [-43.191651, -22.941621], [-43.191652, -22.941692], [-43.191658, -22.94199], [-43.191658, -22.942024], [-43.191673, -22.942333], [-43.191674, -22.942357], [-43.191682, -22.942662], [-43.191682, -22.942695], [-43.191688, -22.942893], [-43.191687, -22.942974], [-43.191673, -22.943003], [-43.191632, -22.943024]]"
Rua Sorocaba,Botafogo,"[[-43.188112, -22.957006], [-43.188131, -22.956961], [-43.188877, -22.955403], [-43.188905, -22.955343], [-43.189155, -22.954814], [-43.189195, -22.954731], [-43.189582, -22.953886], [-43.189708, -22.953609], [-43.189766, -22.953488], [-43.189782, -22.953447], [-43.189805, -22.953391], [-43.189808, -22.953345], [-43.189832, -22.953239], [-43.190013, -22.952802], [-43.190096, -22.952585], [-43.190146, -22.952455], [-43.190518, -22.951476], [-43.190827, -22.950681], [-43.191019, -22.950158], [-43.19104, -22.950109], [-43.191063, -22.950051]]"
Rua Professor Álvaro Rodrigues,Botafogo,"[[-43.180934, -22.94951], [-43.181108, -22.949907], [-43.181354, -22.950441], [-43.181421, -22.95055], [-43.181476, -22.950621], [-43.181543, -22.950708], [-43.181577, -22.950759], [-43.181666, -22.950843], [-43.181867, -22.951031], [-43.181986, -22.951121], [-43.182105, -22.951209], [-43.182232, -22.951302], [-43.182312, -22.951355], [-43.182359, -22.951387], [-43.182578, -22.951527], [-43.18281, -22.951648], [-43.1831, -22.951787], [-43.183776, -22.952072], [-43.18386, -22.952111], [-43.183952, -22.952153], [-43.184035, -22.952189], [-43.184109, -22.952224], [-43.184166, -22.952258], [-43.184269, -22.95232], [-43.184346, -22.95238], [-43.184466, -22.95249], [-43.184554, -22.95257], [-43.184586, -22.9526], [-43.184752, -22.95274], [-43.185222, -22.953163], [-43.185325, -22.953244], [-43.18535, -22.953263], [-43.185387, -22.953292], [-43.185944, -22.953822], [-43.186527, -22.95427], [-43.186785, -22.954381]]"
Rua Nelson Mandela,Botafogo,"[[-43.184241, -22.9493], [-43.184212, -22.949865], [-43.184165, -22.950791], [-43.184147, -22.951123], [-43.18414, -22.951247], [-43.184136, -22.951316], [-43.184158, -22.951445], [-43.184111, -22.951616], [-43.184044, -22.951863], [-43.184003, -22.952003], [-43.183994, -22.952051], [-43.184003, -22.952101], [-43.184014, -22.952145], [-43.184035, -22.952189]]"
Rua Pedro Américo,Catete,"[[-43.184525, -22.925142], [-43.184558, -22.925017], [-43.184575, -22.92495], [-43.18458, -22.924906], [-43.184568, -22.924876], [-43.18454, -22.924841], [-43.184091, -22.924689], [-43.184034, -22.924674], [-43.18273, -22.924297], [-43.1825, -22.924229], [-43.182307, -22.924174], [-43.182113, -22.924141], [-43.181524, -22.924068], [-43.181523, -22.924147], [-43.181521, -22.924186], [-43.181524, -22.924228], [-43.181551, -22.924263], [-43.181594, -22.924291], [-43.181651, -22.924312], [-43.18207, -22.924375], [-43.182164, -22.924404], [-43.182221, -22.924433], [-43.182272, -22.92447], [-43.182408, -22.924596], [-43.182608, -22.924829], [-43.182712, -22.924919], [-43.182757, -22.924979], [-43.182763, -22.925012], [-43.182754, -22.925057], [-43.182724, -22.925099], [-43.182699, -22.92512], [-43.182669, -22.925131], [-43.18262, -22.925132], [-43.182581, -22.92513], [-43.182542, -22.925117], [-43.182509, -22.925098], [-43.182462, -22.925057], [-43.182439, -22.925037], [-43.18242, -22.925029], [-43.182399, -22.925027], [-43.181837, -22.925051], [-43.18164, -22.92506], [-43.181584, -22.925062], [-43.181468, -22.925072], [-43.181384, -22.925093], [-43.181296, -22.925127], [-43.181061, -22.925175], [-43.18092, -22.925195], [-43.180848, -22.925202], [-43.180573, -22.925243], [-43.180459, -22.925272], [-43.180404, -22.925286], [-43.180338, -22.925289], [-43.180259, -22.925264], [-43.180181, -22.925232], [-43.180132, -22.925205], [-43.179839, -22.925041], [-43.179602, -22.924909], [-43.179539, -22.924871], [-43.179154, -22.924659], [-43.178743, -22.924421], [-43.178668, -22.924381], [-43.178086, -22.924037], [-43.17805, -22.924016], [-43.17771, -22.923823], [-43.177568, -22.923746]]"
Rua Vinícius de Moraes,Ipanema,"[[-43.20305, -22.986556], [-43.203025, -22.986531], [-43.202989, -22.986469], [-43.202975, -22.986402], [-43.202922, -22.985566], [-43.202918, -22.985423], [-43.202859, -22.984475], [-43.202855, -22.98435], [-43.202845, -22.984221], [-43.202789, -22.983397], [-43.202782, -22.983287], [-43.202709, -22.982206], [-43.202673, -22.981665], [-43.202642, -22.981209], [-43.202639, -22.98116], [-43.202592, -22.98045], [-43.202568, -22.979699], [-43.202562, -22.979658], [-43.202534, -22.97957]]"
Avenida Princesa Isabel,Copacabana,"[[-43.173564, -22.965278], [-43.173475, -22.965226], [-43.173443, -22.9652], [-43.17341, -22.965158], [-43.173383, -22.965115], [-43.173365, -22.965068], [-43.173358, -22.965022], [-43.173367, -22.964954], [-43.173381, -22.964921], [-43.173423, -22.964835], [-43.173444, -22.964791], [-43.173456, -22.964767], [-43.173495, -22.964695], [-43.173668, -22.964349], [-43.173834, -22.964024], [-43.173909, -22.963872], [-43.173995, -22.963702], [-43.174345, -22.963109], [-43.174384, -22.963041], [-43.174469, -22.962896], [-43.174614, -22.962665], [-43.175006, -22.961915], [-43.175087, -22.961776], [-43.17517, -22.96162], [-43.17529, -22.961397], [-43.175604, -22.960779]]"
Rua Machado de Assis,Flamengo,"[[-43.174508, -22.930929], [-43.17541, -22.931079], [-43.175964, -22.931158], [-43.176646, -22.931225], [-43.17744, -22.931327], [-43.177511, -22.931336], [-43.177557, -22.93131], [-43.177648, -22.931183]]"
Rua do Catete,Flamengo,"[[-43.177547, -22.932472], [-43.177559, -22.932286], [-43.177591, -22.931846], [-43.177595, -22.931801], [-43.177614, -22.931545], [-43.177619, -22.931481], [-43.177648, -22.931183], [-43.177654, -22.930963], [-43.177659, -22.93085], [-43.177662, -22.930777], [-43.177658, -22.930652], [-43.177662, -22.930572], [-43.17765, -22.930322], [-43.177593, -22.929914], [-43.17754, -22.929772], [-43.177275, -22.929052], [-43.177241, -22.928938], [-43.17722, -22.928869], [-43.177082, -22.92838], [-43.177051, -22.928288], [-43.177029, -22.928215], [-43.176952, -22.928006], [-43.176942, -22.927981], [-43.176867, -22.927752], [-43.176848, -22.927705], [-43.176841, -22.927684], [-43.176794, -22.927569], [-43.176726, -22.927398], [-43.176697, -22.927328], [-43.176615, -22.927021], [-43.176581, -22.926775], [-43.176572, -22.926567], [-43.176563, -22.92636], [-43.17658, -22.926171], [-43.176581, -22.926143], [-43.176586, -22.926029], [-43.176586, -22.925927], [-43.176586, -22.925856], [-43.176591, -22.92573], [-43.176594, -22.925625], [-43.176604, -22.925315], [-43.176642, -22.925155], [-43.176646, -22.925146], [-43.176681, -22.925043], [-43.176751, -22.924871], [-43.176804, -22.924733], [-43.176818, -22.924685], [-43.176869, -22.924536], [-43.17692, -22.924319], [-43.176956, -22.924166], [-43.177023, -22.92378]]"
Rua Bento Lisboa,Catete,"[[-43.179602, -22.924909], [-43.179541, -22.925173], [-43.179354, -22.926], [-43.179342, -22.926209], [-43.179341, -22.926413], [-43.179341, -22.926684], [-43.17934, -22.926737], [-43.179338, -22.926838], [-43.179354, -22.927192], [-43.179341, -22.927529], [-43.17934, -22.927625], [-43.17934, -22.927682], [-43.179336, -22.928153], [-43.179339, -22.928279], [-43.179345, -22.9286], [-43.179347, -22.928715], [-43.179347, -22.928766], [-43.17935, -22.9289], [-43.179359, -22.928974], [-43.179383, -22.929156], [-43.179441, -22.929437], [-43.179483, -22.929647], [-43.179484, -22.929749], [-43.179485, -22.929845], [-43.179434, -22.930025], [-43.179408, -22.930107], [-43.179229, -22.930535], [-43.179198, -22.930613], [-43.179173, -22.93068]]"
Avenida Pasteur,Urca,"[[-43.175354, -22.951132], [-43.17532, -22.951229], [-43.175299, -22.951279], [-43.17528, -22.951335], [-43.175274, -22.951412], [-43.17526, -22.951633], [-43.17515, -22.95152], [-43.175085, -22.951467], [-43.175039, -22.951441], [-43.174985, -22.951436], [-43.174924, -22.951451], [-43.174861, -22.95148], [-43.174217, -22.951892], [-43.174165, -22.951924], [-43.173427, -22.952372], [-43.173181, -22.95253], [-43.17295, -22.952679], [-43.172897, -22.952711], [-43.172843, -22.952742], [-43.1728, -22.952767], [-43.172725, -22.95281], [-43.172665, -22.952844], [-43.172615, -22.952867], [-43.172175, -22.953045], [-43.171371, -22.953353], [-43.171309, -22.953375], [-43.171109, -22.953445], [-43.171028, -22.953474], [-43.17088, -22.953517], [-43.170682, -22.953575], [-43.170474, -22.953644], [-43.170025, -22.953775], [-43.169794, -22.953843], [-43.169262, -22.953999], [-43.168989, -22.954079], [-43.168409, -22.954248], [-43.16773, -22.954447], [-43.16761, -22.954482], [-43.167521, -22.954504], [-43.167158, -22.954622], [-43.16694, -22.954682]]"
Praia do Flamengo,Flamengo,"[[-43.173103, -22.925427], [-43.173141, -22.925557], [-43.173451, -22.926628], [-43.173741, -22.927636], [-43.173783, -22.927771], [-43.173858, -22.927986], [-43.173981, -22.928384], [-43.17402, -22.928529], [-43.174122, -22.92878], [-43.174144, -22.928845], [-43.174374, -22.929546], [-43.174386, -22.929707], [-43.174376, -22.929803], [-43.174406, -22.93009], [-43.174417, -22.930183], [-43.174493, -22.930807], [-43.174508, -22.930929], [-43.174525, -22.931289], [-43.174537, -22.931556], [-43.174563, -22.932126], [-43.174634, -22.9327], [-43.174647, -22.932992], [-43.17465, -22.933014], [-43.17466, -22.933194], [-43.174662, -22.933274], [-43.174409, -22.934972], [-43.17436, -22.93528], [-43.174138, -22.936725], [-43.174143, -22.936935], [-43.174004, -22.937668], [-43.173933, -22.937925], [-43.173882, -22.938024], [-43.173739, -22.938197], [-43.173885, -22.937375], [-43.174237, -22.935184], [-43.174247, -22.935138], [-43.174471, -22.933704], [-43.174522, -22.93319], [-43.174521, -22.933021], [-43.174519, -22.933001], [-43.174232, -22.930205], [-43.174227, -22.930152], [-43.174222, -22.930061], [-43.174198, -22.929841], [-43.174172, -22.929581], [-43.174118, -22.929377], [-43.173873, -22.928573], [-43.173625, -22.927718], [-43.173609, -22.927672], [-43.173296, -22.926714], [-43.173237, -22.926551], [-43.172961, -22.925602], [-43.172911, -22.925429]]"
Rua da Passagem,Botafogo,"[[-43.182243, -22.952033], [-43.182277, -22.95211], [-43.182316, -22.952164], [-43.182366, -22.952217], [-43.182455, -22.952295], [-43.182369, -22.952301], [-43.182295, -22.952316], [-43.18222, -22.952353], [-43.182174, -22.952402], [-43.182156, -22.952453], [-43.182126, -22.952537], [-43.182036, -22.952645], [-43.181821, -22.953039], [-43.181546, -22.95354], [-43.181467, -22.953681], [-43.181201, -22.954248], [-43.181179, -22.954295], [-43.181141, -22.954385], [-43.181082, -22.954501], [-43.181029, -22.954596], [-43.180979, -22.954685], [-43.180737, -22.955123], [-43.180681, -22.955226], [-43.180487, -22.955586], [-43.180429, -22.955694], [-43.180403, -22.955746], [-43.180354, -22.95582], [-43.180303, -22.955851]]"
