Rua,Bairro,Path_Coordinates
Rua Odílio Bacelar,Urca,"[[-43.16108302588768, -22.954563378339877], [-43.16138379709006, -22.95490990055874], [-43.16183537131181, -22.954717207563746], [-43.16136491427561, -22.955663990831592], [-43.1612034022775, -22.95541269100571]]"
Rua Marquesa de Santos,Laranjeiras,"[[-43.18868511371834, -22.93786470807093], [-43.18942539969151, -22.938612487787573], [-43.188708199477546, -22.93826009629486], [-43.18845150524245, -22.93733463112714], [-43.18924020455155, -22.93796642848042]]"
Rua Martins Ribeiro,Flamengo,"[[-43.174711227467476, -22.935990289873917], [-43.17404231096177, -22.93558373541845], [-43.17354726968827, -22.93647130760753], [-43.17397499960335, -22.935769602092886], [-43.174346675475675, -22.9354887075449]]"
Rua Miguel Pereira,Humaitá,"[[-43.1970009787177, -22.955521242937003], [-43.19764919815086, -22.955096802526647], [-43.19766045652877, -22.95562603600285], [-43.19823702778448, -22.95479636610286], [-43.19771907412077, -22.955507886060623]]"
Rua Ministro Raul Machado,Leblon,"[[-43.22082443264186, -22.987920312657042], [-43.221510911784556, -22.98845455436474], [-43.22132354254474, -22.988087695534425], [-43.22170461739184, -22.9875780406177], [-43.22189367403918, -22.987682097304933]]"
Rua Lírio da Paz,Urca,"[[-43.16387271074702, -22.95623109656992], [-43.16436806525849, -22.956101908407337], [-43.16483669412876, -22.955271328526578], [-43.165629744001464, -22.95447969706346], [-43.16481577296459, -22.95416657165866]]"
Rua Major Rubens Vaz,Gávea,"[[-43.22732570934935, -22.975882699837506], [-43.2277225356096, -22.975529059750247], [-43.22811506551715, -22.97615245470041], [-43.22882732958446, -22.976966419881887], [-43.22898144249698, -22.977757099001195]]"
Rua Marechal Francisco de Moura,Botafogo,"[[-43.184439426302895, -22.954118077400963], [-43.18524420622668, -22.954723711437026], [-43.184396743434924, -22.955390014280614], [-43.18468861431021, -22.95474707177506], [-43.18461406296287, -22.954435430240405]]"
Rua José Joaquim Seabra,Jardim Botânico,"[[-43.221403391788776, -22.96422759590964], [-43.2214922582248, -22.965149583068115], [-43.22135326370776, -22.964367635298732], [-43.22037001502184, -22.963702853215327], [-43.21998645974356, -22.96437562080705]]"
Rua Julieta Niemeyer,São Conrado,"[[-43.18107992832966, -22.968186395596284], [-43.180482816653395, -22.96869916601232], [-43.179921418045055, -22.9694851077439], [-43.18015575125552, -22.96866471549561], [-43.180295465791325, -22.968403444905643]]"
Rua São Clemente,Humaitá,"[[-43.192382940615, -22.954427222277296], [-43.19303337804525, -22.95354572055883], [-43.192558515162396, -22.952796233259516], [-43.19342394593655, -22.953290558458136], [-43.19259952946299, -22.953754563924367]]"
Rua Inhangá,Copacabana,"[[-43.18138367106655, -22.968957085893347], [-43.181633028375, -22.96990084288079], [-43.18234083524392, -22.969647336183705], [-43.1828707726463, -22.96900132903481], [-43.18306037836115, -22.968696766809174]]"
Rua Joaquim Campos Porto,Jardim Botânico,"[[-43.21754261343572, -22.96789852320047], [-43.216903259430154, -22.968359263182936], [-43.217480396914155, -22.96736056258199], [-43.21715467733888, -22.967830221099625], [-43.2163230486425, -22.966899323830425]]"
Rua Getúlio das Neves,Jardim Botânico,"[[-43.21713537089477, -22.9671855248814], [-43.21780791297901, -22.966256818413328], [-43.218607602984, -22.96665797216372], [-43.21797569140517, -22.967114536965923], [-43.218798897470876, -22.96735790575159]]"
Rua Herbert Moses,São Conrado,"[[-43.18270303432156, -22.970321898428445], [-43.18173068072699, -22.970988821401452], [-43.18216772612209, -22.970347123382926], [-43.18305447500733, -22.971206985991483], [-43.1828929378401, -22.971966229692473]]"
Rua Engenheiro Álvaro Niemeyer,São Conrado,"[[-43.18252468028084, -22.969042327105264], [-43.182060934806266, -22.96862516001373], [-43.18233850268832, -22.96927723260192], [-43.18319710947195, -22.969002628288845], [-43.183127510539386, -22.96927954791332]]"
Rua Eurico Cruz,Jardim Botânico,"[[-43.2204075962896, -22.963103659457314], [-43.220216766686356, -22.962510878012075], [-43.220394881581655, -22.96173768712907], [-43.22013484422042, -22.961529078289427], [-43.22084622013304, -22.961694312405825]]"
Rua Fadel Fadel,Leblon,"[[-43.22328115052657, -22.98355879441453], [-43.222809079725714, -22.984135780915967], [-43.22279699034089, -22.984495748689792], [-43.22187749889797, -22.985170726559197], [-43.221149919652035, -22.98446756375916]]"
Rua Doutor Girondino Estêves,Jardim Botânico,"[[-43.22294828598445, -22.967136743067663], [-43.22277508250964, -22.968096797202506], [-43.22273905181183, -22.96818600739201], [-43.22289367857251, -22.969171081111174], [-43.223008291168576, -22.96873494478877]]"
Rua Doutor Marques Canário,Leblon,"[[-43.22116941255728, -22.98392114797311], [-43.22169597160557, -22.98449962177425], [-43.22103609241915, -22.984243560845112], [-43.22151949156089, -22.984412305281055], [-43.22118095497739, -22.983678282067235]]"
Rua Elmano Cardim,Urca,"[[-43.16223918421961, -22.95677446119238], [-43.16124789386626, -22.957056976171295], [-43.16127612265388, -22.95709660914077], [-43.16044261064764, -22.956964905565947], [-43.16054035050805, -22.95636326936623]]"
Rua Engenheiro Amandino de Carvalho,São Conrado,"[[-43.184046105363294, -22.97114579770779], [-43.18455446818925, -22.97121792518088], [-43.184883654562256, -22.970388240881178], [-43.184817543982064, -22.96948371285211], [-43.18473166309308, -22.969220624094756]]"
Rua Tavares Bastos,Laranjeiras,"[[-43.1870622757349, -22.938505123326333], [-43.18650630579176, -22.93861137493593], [-43.187177173674904, -22.93917043397393], [-43.186324002908464, -22.939357769512004], [-43.186486155658876, -22.93893692588198]]"
Rua Teodor Herzl,Botafogo,"[[-43.18430155617183, -22.948992544621742], [-43.1841299393834, -22.949421736484815], [-43.183198266045785, -22.95020277175268], [-43.182902205409675, -22.950853201776912], [-43.18246708264438, -22.951362292851833]]"
Rua Tereza Aragão,Ipanema,"[[-43.20164518543629, -22.98271300323847], [-43.20198335590473, -22.98355574981649], [-43.2010073279806, -22.984059174857226], [-43.20054210258212, -22.98428039529789], [-43.20111794010717, -22.983910944970127]]"
Rua Urbano Santos,Urca,"[[-43.164594049606094, -22.955533236330442], [-43.16383526349248, -22.95649393336495], [-43.16415212271842, -22.95556271370219], [-43.16513793909287, -22.955885699943337], [-43.16448705930137, -22.955525198566676]]"
Rua Vicente de Sousa,Botafogo,"[[-43.18460225550987, -22.95015950050017], [-43.18435716152895, -22.951069779384916], [-43.18461971121801, -22.95145194393923], [-43.18399784083267, -22.950912481102637], [-43.18310353496066, -22.951111767848957]]"
Rua Conselheiro Lafaiete,Ipanema,"[[-43.201614806040865, -22.983496736412615], [-43.202439972425125, -22.982681213925314], [-43.20178890274209, -22.981808227262693], [-43.202387080062714, -22.98122560583407], [-43.201686814593344, -22.98061536741656]]"
Rua Coronel Ribeiro Gomes,São Conrado,"[[-43.18430054448052, -22.973800839121605], [-43.18414895953828, -22.9737256768455], [-43.18511502127964, -22.9734353766789], [-43.18602584509417, -22.972514643129657], [-43.18699781605912, -22.97322851922421]]"
Rua Cruzeiro do Sul,Catete,"[[-43.17636405518912, -22.924504317003517], [-43.17628002459216, -22.9254777545966], [-43.176282088703715, -22.92555862864159], [-43.175913217981574, -22.92641420227092], [-43.17538292028185, -22.9264077614412]]"
Rua Desembargador Alfredo Russel,Leblon,"[[-43.22366568182737, -22.984910458275536], [-43.22343944934923, -22.984165669148826], [-43.222514773234266, -22.984851261381714], [-43.223368976330526, -22.984814530455044], [-43.2238625785165, -22.984560864646213]]"
Rua Clotilde Guimarães,Botafogo,"[[-43.18528878281385, -22.94902631586487], [-43.184781831602955, -22.949116402105414], [-43.18468800057537, -22.94985146079273], [-43.18550905432975, -22.949758965592466], [-43.184802484732614, -22.949922997421453]]"
Rua Bonfim,Copacabana,"[[-43.18412382713799, -22.969955674703513], [-43.18486602196784, -22.969206142578404], [-43.18566369072862, -22.96876614897315], [-43.18595155613038, -22.968519873265652], [-43.18648417523273, -22.967942045339722]]"
Rua Capitão César de Andrade,Leblon,"[[-43.21945793179263, -22.984518038301328], [-43.21872474041544, -22.985264434703076], [-43.219470519433706, -22.985077284194247], [-43.220148798846736, -22.985222200483527], [-43.2196310625779, -22.984821504705796]]"
Rua Cardoso Júnior,Botafogo,"[[-43.18268302175069, -22.950012249663843], [-43.18178246330347, -22.949985213930358], [-43.18199408231427, -22.949913835989445], [-43.18200811689335, -22.94921742973234], [-43.18202749191453, -22.94927362471121]]"
Rua Barão de Macaúbas,Botafogo,"[[-43.186300200840776, -22.95247888004536], [-43.186154655821305, -22.95249502399728], [-43.185566745651876, -22.953018349576023], [-43.18589865455504, -22.953045384044557], [-43.18642096423423, -22.95383174205863]]"
Rua Belisário Távora,Laranjeiras,"[[-43.18803596325007, -22.938086844263797], [-43.18896564474953, -22.938472668777077], [-43.18887742750165, -22.93882637834252], [-43.1891643096593, -22.93872295359848], [-43.188233273822824, -22.938828348085973]]"
Rua Aparício Borges,Laranjeiras,"[[-43.188053412323775, -22.9376391977356], [-43.1886414359554, -22.937120157438166], [-43.1895991363087, -22.936701565183885], [-43.1890474061783, -22.936863699227917], [-43.188919931975406, -22.937186233316368]]"
Rua Alegrete,Laranjeiras,"[[-43.18568474413075, -22.938786325380388], [-43.18493594806733, -22.939389932607543], [-43.18449058091838, -22.939684874124943], [-43.18367875757591, -22.94004642352937], [-43.18432171799736, -22.940793149278335]]"
Rua Almirante Salgado,Laranjeiras,"[[-43.18513740170673, -22.93792411889179], [-43.18538488304807, -22.936971139569494], [-43.18529523369673, -22.936124567527465], [-43.18489043625457, -22.936585082595716], [-43.18391218561635, -22.936267278982566]]"
Praça Felix Laranjeiras,Urca,"[[-43.16531812376782, -22.95768785746982], [-43.1643192024057, -22.958680020719918], [-43.16374575637623, -22.95807547332562], [-43.16414562221042, -22.958056021175047], [-43.164576272732724, -22.95875349260612]]"
Praça Nicarágua,Botafogo,"[[-43.18783509824066, -22.95166202926658], [-43.18863043388159, -22.95262597124866], [-43.18776404804749, -22.952804973821266], [-43.18716039624774, -22.952530168858846], [-43.18743706408135, -22.952597419669836]]"
Praça Nosa Senhora Auxiliadora,Leblon,"[[-43.22369129141441, -22.984101039825834], [-43.22371654179857, -22.98407651869808], [-43.22282416801058, -22.98382633559271], [-43.222743733477024, -22.983666792709183], [-43.22361791852499, -22.984566146843314]]"
Praça Praia Nova,Botafogo,"[[-43.18396001817604, -22.95043988262658], [-43.18328786037445, -22.951167770157717], [-43.18368550920045, -22.951858198088026], [-43.1839408950033, -22.952360244289704], [-43.18396299315042, -22.952850916757924]]"
Praça Tomás Santa Rosa,Urca,"[[-43.16514691174167, -22.95766444189923], [-43.16489522935171, -22.95855879011141], [-43.16422234987696, -22.959449771556585], [-43.164168334627796, -22.959425894295222], [-43.164826707215184, -22.959302705279796]]"
Ponte Arquiteto Paulo Casé,Ipanema,"[[-43.20573929334436, -22.982839021505068], [-43.20479905957152, -22.983606358050803], [-43.20419366476085, -22.984562394421182], [-43.20459923653316, -22.983986324122032], [-43.205307979239755, -22.98471507089002]]"
Ponto Final: General Osório :: Rua Visconde de Pirajá,Ipanema,"[[-43.20137511296561, -22.98170352595449], [-43.2020634098925, -22.981319671227958], [-43.20137902243076, -22.981832785994428], [-43.20223397779685, -22.98241417384276], [-43.20242892508587, -22.982007613734673]]"
Praia da Urca,Urca,"[[-43.16031286059648, -22.957457486133247], [-43.16063843561567, -22.957940371605968], [-43.16153598702286, -22.9581358507786], [-43.16228935004071, -22.95814281993414], [-43.162587930464724, -22.95834087928076]]"
Largo Ibam,Botafogo,"[[-43.18610069287572, -22.953979522705662], [-43.18679787198785, -22.9542328163836], [-43.18638341533118, -22.953635909373496], [-43.186649971513994, -22.9542551458009], [-43.18639355831981, -22.955043535751187]]"
Largo Ibam,Humaitá,"[[-43.1956585687025, -22.954315907551873], [-43.19483588507006, -22.954158779687315], [-43.195486888097264, -22.954050581126523], [-43.1948005983672, -22.954293174415362], [-43.194499149598535, -22.954004748383383]]"
Largo Ibrahim Sued,Copacabana,"[[-43.18513090484048, -22.964981244569323], [-43.18464988579804, -22.964892992565396], [-43.1844364533941, -22.96437913887514], [-43.183841612286216, -22.965045564204775], [-43.18466934074312, -22.964605341537744]]"
Marechal Cantuária,Urca,"[[-43.16589151344676, -22.95597513772572], [-43.165791759604446, -22.9561744779889], [-43.165464778914185, -22.955935312803245], [-43.166033853099634, -22.95526273017704], [-43.16533077875584, -22.956021766532164]]"
Rua da Caixa d'água (NR),Copacabana,"[[-43.18269474036466, -22.96544477062361], [-43.18349998690644, -22.964481927773765], [-43.18322353807636, -22.964875796251416], [-43.1823667929724, -22.96517578251447], [-43.18226796930828, -22.966044530338117]]"
Rua das Flores,Botafogo,"[[-43.18611260143488, -22.953366002660008], [-43.18672271589694, -22.952678641600677], [-43.18659740505114, -22.95202490590633], [-43.18617019031861, -22.951500530883944], [-43.186032564845746, -22.952085507893173]]"
Rua das Flores,Urca,"[[-43.16328670939939, -22.95220045537866], [-43.16350784003923, -22.952914884105322], [-43.16386839834055, -22.95201147929254], [-43.163105896977186, -22.951275282972805], [-43.16393938166109, -22.95157490992414]]"
Rua Álvaro Americano,Gávea,"[[-43.230344070910434, -22.973902458314456], [-43.22978825209694, -22.97393192482977], [-43.229901997406294, -22.974167198167645], [-43.23016731637574, -22.974414817230105], [-43.22954971748674, -22.974362924076303]]"
Jardim Juíza Cristiane Tomaz Buosi,Botafogo,"[[-43.186683363322175, -22.950875636047343], [-43.18581653706813, -22.95132059043754], [-43.18566216371568, -22.950873521290877], [-43.186603564829475, -22.950578081182037], [-43.18658454708303, -22.950341875250913]]"
Jardim Juíza Cristiane Tomaz Buosi,Humaitá,"[[-43.196839964598325, -22.95851115661372], [-43.19702256547378, -22.957609667187295], [-43.197917145894074, -22.957676300875633], [-43.197482782999984, -22.958601168416546], [-43.19746537103155, -22.958524979088303]]"
Jardim de Alah,Ipanema,"[[-43.20586039153803, -22.985390580525348], [-43.20628783181381, -22.985469156182653], [-43.205997356524705, -22.985974230220187], [-43.205348322385106, -22.98567228672975], [-43.206202152203055, -22.985836869595804]]"
Ladeira do Leme,Botafogo,"[[-43.18404157749119, -22.951322448548602], [-43.18400516602683, -22.952307732889352], [-43.18386670560265, -22.953232675574288], [-43.18292986734165, -22.952391133875015], [-43.18301345773114, -22.952310028524238]]"
Ladeira do Leme,Copacabana,"[[-43.18290564653399, -22.97011060432277], [-43.18296603789109, -22.97063011428584], [-43.18280174828546, -22.970719183141828], [-43.18347320738655, -22.971005642161128], [-43.18281280161786, -22.97099820329195]]"
Ciclovia Tim Maia,São Conrado,"[[-43.179726754572506, -22.968486861863447], [-43.18064791940227, -22.96906816506468], [-43.17999269887957, -22.96858554764798], [-43.179213026091396, -22.967649818516076], [-43.17915292141297, -22.967448748979663]]"
Condomínio Bairro Abrunhosa,Botafogo,"[[-43.184528976599495, -22.952142311489602], [-43.18404370462013, -22.952027807822965], [-43.18391379940483, -22.95246827396119], [-43.18408646835766, -22.95329198947441], [-43.1836996666508, -22.952791667808498]]"
Espaço Mario de Andrade,Urca,"[[-43.164022817517356, -22.955010864204954], [-43.163308917257616, -22.955129657976837], [-43.16254403487492, -22.95476123982646], [-43.16179731263924, -22.9553542176098], [-43.16102011407836, -22.956234693061443]]"
Espaço Pela Paz,Laranjeiras,"[[-43.185155858873664, -22.93602746853981], [-43.185451396923526, -22.936931905810447], [-43.185659287968654, -22.93621876183308], [-43.18580969960599, -22.936820448037885], [-43.18497886720306, -22.9370493430349]]"
Estrada do Cantagalo,Copacabana,"[[-43.18290833481234, -22.96456977659967], [-43.18338378616871, -22.96545330093803], [-43.18406998092042, -22.965581159977592], [-43.18353628312478, -22.964686029724945], [-43.183354674057746, -22.965149455324088]]"
Estrada do Cantagalo,Ipanema,"[[-43.20390884664317, -22.981110187904946], [-43.20378455713552, -22.98056088266536], [-43.20455507321884, -22.980455474885268], [-43.204496005988794, -22.981203199569237], [-43.20545393218387, -22.98166547647928]]"
Ciclofaixa Rua Pinheiro Machado,Laranjeiras,"[[-43.187564837235236, -22.935528338953375], [-43.18759641095654, -22.93459070957222], [-43.18749303502092, -22.935463506699463], [-43.18649933645236, -22.93478131435823], [-43.186858738967366, -22.93492062801085]]"
Ciclovia Mané Garrincha,Flamengo,"[[-43.17696571345491, -22.9360074265098], [-43.1772711365063, -22.936925261779887], [-43.176898954198414, -22.937394804734883], [-43.17736285982366, -22.936497223739497], [-43.178252140189784, -22.935874291861193]]"
BRS 3 Siqueira Campos,Copacabana,"[[-43.181101892316654, -22.964895802053217], [-43.18045409955341, -22.964579902230806], [-43.17951621075906, -22.964284862639666], [-43.1786668935399, -22.963856946743935], [-43.17943276471394, -22.963822682959915]]"
Avenida Rui Barbosa,Botafogo,"[[-43.185405041636834, -22.95134503912494], [-43.186384947674725, -22.951099888329274], [-43.1864022868109, -22.951710207345965], [-43.18663506873019, -22.950809200222785], [-43.18620567655218, -22.950960456170677]]"
Avenida São Sebastião,Urca,"[[-43.16469380120685, -22.955535101626594], [-43.16543253244374, -22.954603058708333], [-43.166380854499295, -22.9548593851392], [-43.16581991222253, -22.955415826155335], [-43.16665978541747, -22.956013475690757]]"
BRS 1 Figueiredo Magalhães,Copacabana,"[[-43.180854244782616, -22.969991403073443], [-43.18002396714181, -22.969448456383724], [-43.17965761601533, -22.968739425511902], [-43.179091918779356, -22.9696347597973], [-43.17849375448781, -22.96894373817562]]"
BRS 1 Miguel Lemos,Copacabana,"[[-43.18133702314156, -22.96542802014587], [-43.18202563794605, -22.96446649779709], [-43.182602041646284, -22.965015168630988], [-43.183228227053384, -22.964430089095746], [-43.18223110544021, -22.9652967694361]]"
Avenida Nossa Senhora de Copacabana,Ipanema,"[[-43.201950307241454, -22.984207798950695], [-43.20114704478248, -22.984098557968274], [-43.20212884841992, -22.983246171995443], [-43.202628130960775, -22.984095347643457], [-43.201851586567756, -22.98375671681073]]"
Travessa Pinto da Rocha,Laranjeiras,"[[-43.18597019899671, -22.937969000883225], [-43.18643300113089, -22.937034344660518], [-43.18726076890987, -22.937044692757315], [-43.18725520202618, -22.93692641944439], [-43.18737106959994, -22.93763754647608]]"
Aleia,Jardim Botânico,"[[-43.222949026528354, -22.964486073987427], [-43.22252299794463, -22.963964062021528], [-43.22341712607349, -22.964231489249116], [-43.222506775752535, -22.963721624169544], [-43.22285972652506, -22.9642413209775]]"
Vila do Pinheiro,Flamengo,"[[-43.17726283633923, -22.938770951632115], [-43.177142604373216, -22.938376925604246], [-43.1773021051696, -22.93860400047559], [-43.17829037571383, -22.93847977871034], [-43.177527859578305, -22.939322758973436]]"
